customer_id,customer_name,customer_email,customer_join_date,product_id,product_name,product_category,product_price,order_id,order_date,order_quantity,order_total
5a2df26a-c79b-46bf-8e5d-fa6d1400a78d,Edward Dennis,chad26@example.com,2021-06-10 05:03:19,519b895e-3750-47d6-a1cb-3c1a532f138d,Computer Case,Accessories,1890,9fd8211b-1ce2-48b3-810f-9d7746075cb3,2022-02-24 09:20:50,5,9450
b3efa486-7e84-4650-8985-c32470456e94,Meghan Yu,valdezkatie@example.net,2020-12-07 01:26:59,2d5d19f1-af40-4fc6-bde0-93d7648d8f27,VR Headset,Accessories,1514,e68bba54-c3f5-411c-9dc7-82ca6aeb2c5e,2024-09-16 01:04:46,5,7570
98b63428-c1d2-4944-ad50-58893484a781,Bradley Ayers,youngmichael@example.com,2023-04-12 23:29:04,fc56dc81-eda5-4ed7-a927-985d026fca2c,Tablet,Wearables,651,a3e3463f-2bd7-4fd0-8ae9-c970bb7b73e2,2023-06-13 21:09:33,3,1953
bdeba44e-0ca5-4917-93a6-164af89d8389,Antonio Burke,vyoung@example.com,2022-05-09 06:29:14,003e06b4-82d0-4392-899c-75e3caeb6ed8,Charger,Networking,67,9c650773-a2bd-4839-b83e-c7e81dc3114d,2022-11-18 22:34:32,3,201
095596f5-f522-4184-bfbb-11c9b587fe7c,Cassie Williams,xmartin@example.net,2021-10-27 06:53:27,17ea46f1-403e-4efc-b6dc-e02a7d612f79,Motherboard,Wearables,384,4d3b6bd9-beba-41ec-b754-2c87bcbe3af7,2023-11-01 04:58:39,2,768
3b19596a-6571-4fd1-8b0f-c18c68e795f7,Samuel Myers,garcianicole@example.net,2022-03-28 03:16:14,47da5015-3cad-44b1-921d-09b7a21f0708,External Hard Drive,Peripherals,70,57673b1a-4a86-4cac-9efd-dcc7187cf9b3,2024-11-03 07:27:46,5,350
ffbe6e62-35b1-42f7-9a88-42a4e2cc7df1,Anthony Merritt,ymartinez@example.org,2020-04-29 13:32:42,a843ade8-5dd0-4afe-9424-f564818b6f85,Bluetooth Speaker,Wearables,1078,db6ee6ef-4c9f-4f06-a045-68d79f281d6a,2020-08-15 04:24:11,1,1078
d02d9392-4709-4f3b-8d2b-1d891afdbd1b,Theresa Vasquez,eric94@example.org,2021-04-05 13:51:54,e3daabe1-2d6a-4921-9dae-5b1655dab8a3,Motherboard,Electronics,1270,f93dab7b-893b-49a9-99e7-236c0e42fbbf,2024-12-10 12:47:46,3,3810
11b214f5-2f3b-49ec-8577-3124dd54b92e,Anna Mejia,hayesjames@example.com,2024-04-14 09:21:06,f6ab139d-98bb-4e61-96a5-dd322b589315,Laptop,PC Components,1661,043a540f-d677-4ddc-94d0-ee1eaada3842,2024-04-15 10:36:48,2,3322
600576e9-2379-488b-a25d-ef28f7e42485,Dorothy Johnston,darrylbanks@example.com,2022-11-30 07:14:56,9b19bb0e-4dbe-4bca-a87d-cf343acb65be,Smartwatch,Audio,347,e6cd83e4-28b6-4f46-a7da-0b3135af1503,2024-04-28 03:29:54,5,1735
1ead0bad-a331-47a1-af08-587d244bf62d,James Spence,morenovalerie@example.net,2023-08-25 23:21:22,aa0ace24-2651-4608-b81a-7c0c001dd445,Tripod,Audio,1846,c61d40b7-09bf-43ea-866e-12907c0b5d21,2024-10-06 20:05:56,3,5538
611a62f3-8118-4ad6-ab48-2a37e88b4ef0,Jeffery Williams,jessicalee@example.com,2025-02-13 23:24:09,75ee40b5-6c50-45bc-8291-1da225cc7381,Headphones,Gaming,1222,ab9ae04b-98ca-4a21-a192-10fce0426afa,2025-02-21 20:17:12,1,1222
6dee9e36-b8e6-44cb-806b-52abc14ed953,Justin Garcia,ramirezcarrie@example.org,2024-11-11 01:17:07,8db2d0e4-6151-4dc4-834c-0ccc1905d85a,Motherboard,Photography,475,b9b67bc4-cb80-4649-a8ff-ab3a81e7282c,2024-12-01 19:53:26,3,1425
29f52379-135f-4a3f-8aff-97dd853acd7b,Jillian Rodgers,griffithgerald@example.org,2020-10-23 19:37:52,9fab9885-0494-49da-9955-d36623a43a79,Camera,Networking,71,dd52c9f8-fa25-4f97-91ae-599cadc65ddb,2021-01-21 01:53:27,3,213
9ff5f848-a3df-419a-a447-65341d1ee66d,Karen Williamson,craigjohn@example.com,2023-08-02 23:40:42,5acd42f5-3ae8-4576-9668-f1f3089e100a,Keyboard,Wearables,167,4844b4c9-7f5f-4ff9-9061-4b32e72cfa30,2023-11-27 22:15:05,1,167
4b74827e-4c6b-41dd-b248-541aac95cc54,Brandi Crawford,sarahbarnes@example.net,2021-01-05 15:19:49,1e5b24c5-78e7-4ddc-9af7-a60bd091b91b,Router,Networking,270,95354cc0-50dd-4174-8f7f-bcd6e597ab8f,2021-12-05 14:53:21,3,810
1aa1e580-e9de-4acd-be30-d72a02be226c,Linda Smith,hroberts@example.net,2021-04-06 06:21:47,095ca549-765e-4739-9890-7e3877a795b6,Printer,Peripherals,1884,8567625c-50da-48cd-a654-1d12f1f4372b,2024-06-06 04:06:11,5,9420
a817e19f-4f39-4c0f-9bc9-7b1c2d77b5be,Michelle Carter,andrewdavis@example.com,2020-11-16 12:14:46,7eb5012c-9ff2-4990-8cc3-7f842777872e,Microphone,Photography,971,81bc4d2c-bb10-4c68-bef0-997604df2c54,2022-02-11 10:29:32,5,4855
a4b50f0d-77d0-4024-a33f-cfc28ab11e8c,Amber Le,mquinn@example.com,2021-03-06 12:11:33,cdc136af-d8b3-4817-b47e-46f36fe645f8,Motherboard,PC Components,560,c7707f3e-77da-49d7-8d70-ba067e340875,2022-01-03 01:48:10,1,560
b57417cd-8773-4f94-a810-04c1f84c9c1d,Cathy Vega,anthonymyers@example.com,2023-03-18 00:25:00,5ed6eaba-4406-4ff3-ab08-ee4a08d7aa8c,Microphone,Computers,398,366a751f-6532-471d-bc3e-a538e595bbd2,2023-04-22 21:48:28,5,1990
60b55d90-bfb6-4bcd-a80e-dafe5d5ab952,Christina Fowler,jeff54@example.com,2024-11-25 22:25:59,643f1223-801a-41fa-a584-e38e89905221,Motherboard,Wearables,902,158a375f-138b-4bba-a04e-18845240164c,2024-12-11 14:23:52,2,1804
8acc90d7-23b2-4b35-96b1-18e25df8e557,Anthony Parker,williamssara@example.org,2020-07-19 23:05:21,12a3643f-a468-45f5-89bb-c7b5c62f3cf1,Keyboard,Electronics,206,588b36b3-92e8-4460-a01b-ed744491a8c6,2024-01-01 08:30:32,1,206
430f6f28-2004-4891-b3a4-84fb02ce85b5,Tonya Whitney,ramirezemma@example.com,2022-09-05 09:14:35,20cefb81-24f7-4f18-b2d9-5e7ddda8038e,External Hard Drive,Peripherals,306,9ea088c7-feab-4b57-9557-fb5addd1daa7,2023-11-05 02:53:14,2,612
88297dcf-7f45-4740-a489-40a8abbfe620,Joshua Bennett,rachel03@example.org,2020-05-19 12:16:33,64b84b1d-a2b0-4882-a60a-86f512dcc49f,Gaming Console,Peripherals,1441,5a9e64de-f2fa-4ed5-9bd7-c596fee52d10,2024-04-10 23:09:14,1,1441
d9c85f3c-7240-43fd-b3e6-2f17a23ce6b8,William Johnston,robertbrown@example.org,2020-05-21 17:57:18,07913f40-79c2-44b9-ab9a-ae5cd72de142,Motherboard,Wearables,1108,e23c8541-3bba-489d-b846-1ccc9bd30047,2022-05-19 04:59:03,3,3324
36815321-78f8-41bf-a15d-d0e3f9980b6e,Gerald Williams,helenlee@example.net,2021-12-11 10:07:56,c5979565-c4d7-47e4-84c0-f61069b8f4b6,Printer,PC Components,427,69014f20-a3ce-42ec-82ce-7fe1cac7cb6e,2024-08-10 17:45:59,3,1281
454d4391-d18f-4ba0-8bc7-63a301c19100,Andrew Nichols,stephaniewilson@example.net,2021-01-01 08:06:23,ea5360f5-789d-4bf7-b829-d161c796a91a,Router,Gaming,199,5d6d935c-a9a8-4a40-8ace-fb6fb03f4b77,2022-02-13 11:20:55,1,199
64140d7b-9294-40be-be91-89eb6082026d,Heather Jones,jodygonzales@example.org,2023-08-31 17:47:43,b113db39-ab21-434d-bcf0-5626e059014e,Drone,PC Components,900,a7ccc4f8-cfa6-405f-aaa2-e3761c91b141,2024-07-14 22:57:39,4,3600
d7a63b69-2a6b-4e49-90e6-b03901bee927,Courtney Gonzalez,ymitchell@example.net,2020-08-12 05:28:08,1203a33c-1a71-4354-acb4-71d4948f8f7a,Camera,Audio,254,f2bfbca7-0818-461f-b42d-2b39d6064984,2022-07-29 14:55:26,4,1016
d2fc4d55-4e0e-4c9b-96e2-41a66cfe6eb0,Ryan Miller,hickmanjesus@example.com,2021-02-06 18:00:54,d09aac31-3fb0-4ddf-8861-7a47ca65e93d,Graphics Card,Accessories,493,5df22e64-d384-4c30-9c59-9594eb53a2da,2022-08-01 11:27:39,5,2465
eb5026c3-5abc-447a-ae71-5d663c5386ac,Courtney Hicks,james45@example.com,2022-10-07 07:23:16,edd5360e-fcac-4c58-b00a-cf244b2cdcd9,Smartwatch,Electronics,1927,6014cd84-3700-4c01-8a98-2902c4f37269,2023-05-06 10:12:37,2,3854
8ad3b7bf-86ba-4f53-9caa-8625c4e5d993,Kathryn Boyle,johnsonglenn@example.org,2021-12-04 08:02:52,055c0a33-5168-4d8e-886c-d74e75afe312,Router,Wearables,1068,fb88598d-88d9-4960-acd9-fd20666b7ca4,2022-05-20 21:23:49,5,5340
f5b7bd09-b43b-40f6-913b-a03eff4032f9,Jill Gonzalez,cynthiahammond@example.net,2025-02-26 12:07:51,e9ce4d3a-af6c-49b1-aeb4-8ae98396071d,CPU,Accessories,1114,ff212b4c-9f99-495f-bcd7-1c6403ef6e1c,2025-02-26 12:17:53,2,2228
3a302fec-aed3-4d5a-8661-896c1e7bc57c,Yesenia Sheppard,ypham@example.com,2020-08-10 05:56:01,efad6159-7e15-4a1b-82b1-bcda43aa759d,Printer,PC Components,1473,a3398b04-6e04-4015-b760-f281d2f8b045,2024-11-24 18:03:57,4,5892
aa0285c1-169a-4719-bace-0e7e2be3c6d3,Lori Montgomery,carriepitts@example.org,2023-02-06 14:26:13,173bc916-df99-4b59-9b82-a87ccf4553bd,Keyboard,Photography,743,8b6811ad-ce63-458d-81d3-3b896d688de5,2023-07-05 21:06:47,3,2229
226ad5c6-7372-4d0d-9191-fcc655870977,Brianna Mitchell,brookskelly@example.org,2021-03-20 03:42:30,581b0cdf-0347-48df-a994-11357a03de30,Modem,Wearables,662,d7a1d42e-ead8-4dc6-b123-9f0acf3b8bc2,2021-09-11 10:38:15,5,3310
cab5f77c-3a63-4258-b7f3-34cad9a1cc82,Brenda Grant,jacquelinedean@example.com,2020-07-15 10:55:42,8a183a3d-0dbe-49b2-9753-55449f197068,Graphics Card,Computers,179,ba3ff112-8776-4ef8-9022-10530702264a,2024-09-01 01:23:31,2,358
c2ee8e3a-b760-436e-94c2-121f4d70fbc9,Patrick Martin,mullenjonathan@example.net,2020-07-04 09:24:00,202e5bd0-a295-4a0b-bab2-a591dda93f18,Gaming Console,Gaming,1329,16232c7a-4e95-493a-a18f-e5884ca424fc,2020-11-12 13:07:47,2,2658
731bf4c1-2cde-4cd4-b560-2c6308abdd45,Pam Watson,lnixon@example.org,2022-07-05 08:19:46,e9381ea6-d6c1-4d56-afb5-4f380bd88ebe,Headphones,Wearables,1648,7a029d82-e229-4f07-b95c-40786fcce398,2025-01-30 02:39:50,3,4944
ff882ae5-99fb-4343-9dcd-327312c1a72e,Jonathan Forbes,robinsonchelsea@example.com,2023-10-26 02:46:08,c5459ae4-8ce6-4dd8-a7d7-2b0f434a940a,Tripod,Audio,1620,50ca3269-ed87-4aac-9dc5-18f3ed44c95c,2025-01-17 07:06:24,4,6480
df6ac38c-6200-452c-ad28-4d96a2de5a08,Mallory Ellis,qhawkins@example.com,2024-12-14 20:12:50,26bf5e42-eae0-4313-8879-c70a3af02152,SSD,Electronics,1104,0817b8ba-3d88-4041-8247-e98a0169023b,2025-01-22 21:26:52,1,1104
5c4514ba-0d60-463c-b856-d720f46c4a27,Carrie Hubbard,kelly75@example.net,2023-02-13 14:24:35,9cb72bf0-6bee-4129-b1ea-01b6d9fab206,External Hard Drive,Electronics,1409,7d85bca4-2c97-43f3-b883-c4b9064967a9,2023-12-25 09:52:27,3,4227
0d075367-a0bc-4dd5-823f-2712694960de,Jesse Reed,ybennett@example.org,2023-09-04 03:40:04,bb2730a5-bbd9-400b-8196-d9694dadf2cb,VR Headset,Peripherals,23,ad8ea3b7-98b7-45c2-82a9-0b9ecbb68035,2024-12-09 21:55:15,1,23
5952f5f4-08ac-49bd-88fa-3d9482a57750,Jeremy Jones,tsharp@example.net,2024-09-27 16:29:01,f4bbf08a-8772-427f-b890-bdd7c7d3da8b,VR Headset,Photography,1957,4ef517cd-7d50-4344-9d08-9b507bbb068c,2025-01-14 17:49:33,5,9785
5fdb4bd5-be17-4b8e-95c5-422b3fda4c3b,Glen Webb,jared51@example.org,2022-11-17 11:50:07,4518fe8a-b21f-4515-99e4-2fd6a7d03600,Motherboard,Photography,332,bb73101c-d8d0-4d8d-9000-40761c32ae4f,2024-11-03 15:58:56,2,664
066aeacf-1200-402a-b567-a099340d3ce2,Karen Stephens,larsonchristopher@example.com,2024-08-03 21:09:15,dad9508b-b9e2-4af2-af2a-f525ecf2c3f4,Gaming Console,Photography,916,3480a718-f77a-442c-9119-55d131481f0d,2024-08-28 20:44:23,1,916
acd41e22-c3f3-4d56-b115-19249542b95f,Jake Ali,ralphsimmons@example.com,2022-12-08 16:53:14,f966b73f-8fb7-49ca-80ee-9a2ac1afaa9f,Keyboard,Gaming,725,42b5995b-f453-48e8-acea-2c93fdb6f342,2025-01-15 20:29:27,3,2175
4d44cb62-db53-4259-bc03-40dc8a1f12aa,Shannon Davis,chelseybauer@example.net,2024-09-11 02:08:38,ab24ad1c-397c-4911-b1e1-76197833b141,Computer Case,Peripherals,1469,15d75509-91d4-4209-9fe1-4cd217ca3012,2025-02-08 18:42:44,5,7345
b8e9407f-d161-489c-8f30-a8fd2e4a24e6,Connor Pineda,robinsonjulie@example.org,2023-02-28 15:07:32,fce9bccb-f2a6-4294-8462-89ac2aaee185,SSD,Electronics,777,cf179769-6039-4ee8-8551-65fa86ef94ec,2024-03-09 07:42:11,1,777
7effe8cf-8c79-4bcb-8e27-d87e0ce73b7d,Chelsea Huerta,bobbynelson@example.org,2020-03-20 00:07:35,7df471ed-88f7-4bf7-a112-904196b0d497,Router,Wearables,1395,550f1556-474c-4f9e-8526-3582b10ace14,2024-12-26 17:18:28,5,6975
37f7b9ad-e2b2-4690-8940-3b5c96529e7b,James Cordova,jhopkins@example.org,2021-07-31 22:45:49,6ffc485f-1de4-4b29-8983-e7469f5eb831,Drone,Computers,140,1d3b4367-f4c3-4508-9ce3-0f1edbbb8f4a,2022-10-30 15:54:55,4,560
d942fc78-6237-48ec-8ec8-1642e5f936b2,Leah Mcconnell,billy39@example.org,2024-10-12 12:39:21,1def5604-18b6-48fb-a900-74b92c94ec13,Graphics Card,PC Components,250,473447e0-bfcf-45fa-a647-2c97e9d6488a,2025-01-10 09:23:46,3,750
cda8fde2-e51c-4228-9848-2b91276fd841,Heather Robertson,steven66@example.com,2023-11-16 22:18:05,e5b3a55a-8107-4233-9f4a-6da00cd9c29e,Bluetooth Speaker,Computers,1319,5a733cf6-d5d7-4482-b8c2-36a5bbb2fdc3,2024-04-13 06:24:52,2,2638
69956e43-d211-41a7-8015-be35b00f2a38,Kelly Hendrix,morrisandrew@example.org,2020-10-26 16:53:18,705b90ef-79e4-4da0-bd6d-4fecb05c06e7,Network Switch,PC Components,1254,8fa533b1-d888-4036-9e1c-9a21baa3d395,2023-01-08 21:41:18,5,6270
eddc95be-173c-4452-a561-af4c7aa4d417,Emily Fitzgerald,stonestacey@example.com,2022-12-31 03:41:06,924fa0d8-1a76-4d86-b421-fd4bb8e39b95,Router,Peripherals,490,1d15e1bb-5b24-47ad-9424-a5a07272e8ac,2023-05-22 06:32:02,4,1960
14439f78-104c-4700-90af-d1ea4f06e375,Mark Sexton,jennifer03@example.com,2020-09-03 01:18:56,a2275b1d-c67a-43d9-b3e3-95411787a5f1,Power Supply,Wearables,993,3c8b8638-db0f-4086-b6d6-16717d9b1677,2022-08-13 03:21:08,3,2979
3ffa85f2-7b35-43ad-aec8-1128114175cf,Amber Walter,morganaustin@example.org,2022-11-20 04:29:51,eedb98a3-fbfd-40cf-a88b-552225d9b9a4,Gaming Console,Peripherals,1200,098c4e10-dbfb-4d55-91f4-0033bf47219c,2024-12-15 07:49:12,5,6000
d720a595-6026-4f49-916f-eef5cf6d8ffd,Jamie Garcia,meyerjoshua@example.com,2023-04-27 18:36:44,bbd223ea-9be5-43e6-934c-4dd45a7d69a4,Fitness Tracker,Computers,323,9260664c-638a-45c0-9065-4d55d9bfe84b,2024-06-05 22:03:15,5,1615
bc051cad-800c-4b68-bccc-c88595e87805,Erica Taylor,rfrench@example.org,2022-12-10 14:13:22,349857e3-5a70-4643-accc-a9988d6e981b,CPU,Photography,1324,00e75b03-d4a7-4fde-bd1c-f158c4d8d175,2023-02-27 01:59:37,5,6620
078059cc-4289-425f-a34d-b4577f8fc7ee,Christina Anderson,nicoleoconnor@example.com,2024-01-09 16:49:07,24ee0ec9-fe34-44cb-8bf2-62a6a663143b,Headphones,Wearables,441,bea7458e-50e0-45a6-b830-8b1effdf45e0,2024-04-30 12:37:24,3,1323
82c63c17-1060-495f-a023-25bf5e11ab40,Rhonda Jackson,millersteve@example.org,2020-04-18 23:41:28,3dbcbcac-41e6-4c39-b16d-cd0b1641f7cd,Router,Photography,457,e431c1ca-56d1-4ec8-bb84-d313c93a8db1,2024-09-12 21:59:38,2,914
49bdb691-d7f9-4449-bda4-3d9687c8783a,Cathy Meyer,melissarice@example.com,2023-04-29 10:46:58,ac3bdf5f-6d1f-427b-a31a-f0615bf023bb,VR Headset,Photography,1986,ae9bcff9-fdf4-4ec7-bf78-507f26cd6345,2024-12-04 09:34:10,1,1986
cf44f2b9-3aed-4368-9257-53ddf2f5cb90,Spencer Cooper,sharon02@example.com,2024-12-12 16:12:01,0ff3b683-295f-4d6c-8868-f10ddc32719b,Network Switch,Accessories,265,fa416481-7665-4d68-84d0-0951c406a7ba,2025-02-07 13:17:37,4,1060
33ff11a9-bfa2-4af7-b835-60ab29067865,Michael Hensley,lauren61@example.com,2024-05-09 01:13:03,72a0e6ff-8a2c-49b3-a53a-1b56a97894cf,Router,Computers,594,a571e94e-1655-4e15-9ca9-8fa8e4df233c,2025-02-17 03:11:59,2,1188
0589e94c-8fd4-4c4a-85fe-1a2145779830,Cody Braun,amyblack@example.org,2022-06-26 01:15:10,11d55dec-fa6a-4fd7-a22b-016fe48b8fd7,Network Switch,Audio,316,95183295-9b48-45f7-b00f-9a0bf733644e,2024-10-21 21:44:49,4,1264
1c155d0b-7a99-4bda-bfea-009ba5b8c189,Wesley Steele,jeffrey85@example.net,2023-07-25 14:35:24,0448309c-582d-4580-a0d2-d4b6bb0ba68f,Network Switch,Audio,343,8575c781-cd2b-42a2-a30c-cd5105f0b05a,2023-11-22 08:13:05,2,686
ff664a3b-dc1b-422c-8913-6f632676e913,Diane Ray,austinrodriguez@example.com,2022-07-10 13:53:17,dc258462-01ee-4621-864c-778b77a3129b,Router,Accessories,140,9168aaa4-3c0f-4b50-b171-c224d678de15,2023-05-25 03:20:13,3,420
f5f957f2-816b-4469-a7c9-3cab9669fe90,Sara Wells,matthewlang@example.com,2024-10-04 09:58:09,a5575868-3448-4ec0-96ea-c80d35c5ccaf,Graphics Card,Networking,1996,a1d9f2f9-646b-437d-911c-1cbe13b7b96a,2024-11-23 18:52:27,2,3992
745bdb62-d51f-4008-9d84-9084ca6c085a,Gary Harris,ortizbrandy@example.net,2021-02-06 11:02:21,618d8bd8-9292-4115-b8e3-08dccec9d789,Tablet,Wearables,1514,e92f60bf-700a-403e-b508-32d552f0eb92,2022-09-20 17:04:13,5,7570
4fd360e7-0400-4edb-ba56-8a77689543f3,Tracy Ortega,christopher01@example.org,2024-03-16 18:51:05,f6ecf244-8246-4d48-b5fc-80c456581f20,Bluetooth Speaker,Audio,376,6566b295-69f3-4c21-96b6-f21a2b644310,2024-10-21 21:30:38,1,376
95742ec2-549f-470d-b3fc-a3cc91e7e5d3,Kimberly Moyer,mlee@example.org,2025-01-19 14:36:22,0016138f-85bc-442f-8fb6-c51281c54550,Tripod,Photography,242,c5fe2231-b9e5-4f39-a962-e9782cdb5ccb,2025-01-27 10:34:53,1,242
07140b46-cf3a-4627-974e-bc8979c4a9d0,Olivia Hayden,josephsweeney@example.com,2021-07-05 11:40:46,fb7fae57-612d-4c9b-8d3e-b9baac38d596,Smartwatch,Accessories,769,6bbc3cf5-27a6-4ae5-a485-81426eebd3aa,2022-02-26 10:47:42,1,769
568f2474-fdc5-4834-99b2-2cf97070a825,Steven Eaton,alanjohnson@example.org,2023-07-09 20:06:54,f6a9bd6f-d37e-4d72-8568-809beba41ec9,Drone,PC Components,947,b5c8157b-94d9-4486-850e-ad07fe2b4e76,2024-05-18 13:22:04,1,947
317afbb2-2c2e-4c7d-9ba9-fb231d6c1dee,Shelly Cox,erin56@example.net,2022-04-25 10:17:25,a5943316-a0b7-4112-b36f-a3afeffec32e,Network Switch,Audio,1860,d2de2c21-76a9-4e5a-bd0d-3a0fe532417f,2025-02-11 01:04:39,2,3720
c447c1eb-5e88-4904-b51c-1d54844f3536,Jerry Carlson,natasha11@example.net,2020-07-31 06:02:34,33f9b1b6-bf90-41e3-8df3-6e12caf8a968,Monitor,Computers,188,36aa4a1f-a117-47a5-a411-f7e470e40d88,2022-05-28 22:11:21,1,188
242a6de1-662b-47cd-8526-42d0328242d1,Steven Young,kristacaldwell@example.net,2024-04-03 15:42:08,6b2fcf5e-739c-43dd-ba1d-7e4d647d0533,Keyboard,Photography,1135,346767b4-b587-411d-989e-226efdc73cd3,2024-05-14 11:32:21,2,2270
96b1335e-1bc5-4d42-8bae-4e6c8eab9382,Melissa Lopez,wattskeith@example.org,2020-04-08 17:20:26,c113b958-0df5-490b-8b92-88c5d7ca5e22,Microphone,Networking,1029,08d2549e-d4c0-4163-8f41-6f2775a5ace5,2023-04-24 08:19:12,3,3087
be53d232-9d10-470a-b298-b02e979579f8,Brianna Moon,gloria79@example.org,2020-03-24 08:11:55,020b5f86-fd54-45e1-81e1-f91532a810da,Gaming Console,PC Components,1069,4aef04fa-24b9-4cb8-9468-e274a0732f69,2024-01-01 11:12:39,3,3207
38a52590-91e4-474c-bce5-1569e2260f08,Keith Conley,taylordonald@example.com,2023-05-04 16:57:59,1ea3b8b6-3e7e-4c92-aae4-7cdda15f7de0,Gaming Console,Computers,468,c0a0bf0f-0e67-4b50-aa3f-764b25d618bc,2023-06-08 01:47:36,4,1872
774760b6-e0ef-4ad2-92d8-6aa76e5715f4,Kevin Fernandez,martinochoa@example.net,2023-10-27 23:39:04,7adbcd00-0af6-4ff8-b083-8424e44e3d25,Printer,Accessories,1445,b74d4918-19b3-4e6e-a9d1-e79b071787d8,2023-11-18 10:50:37,1,1445
7f5d599a-9ce7-4a50-a286-583383775ce5,Nathan Ramirez,ronald15@example.net,2024-10-28 06:37:03,e2259684-5de1-4b09-b80b-6e3a7e32b65a,Tablet,Wearables,329,2063fac5-53e7-49d5-9734-b6b69eeb6893,2025-01-24 06:57:24,3,987
683fa838-b9d7-4dc2-bcce-08fbba268b56,Donna Mitchell,spencercatherine@example.net,2022-09-09 23:25:02,6ac03715-c604-4028-a886-08d0829daa4c,VR Headset,Networking,396,59d97596-a7fa-45a8-8627-78ebbb9ccee3,2023-04-27 16:50:30,1,396
8ba2c69c-c1d3-404e-808d-0f6ec1446896,William Ewing,jonesalan@example.com,2022-04-19 00:01:11,81b389d6-eb56-410a-97ce-c76ba2b7efa4,Smartwatch,Peripherals,725,396b7cbc-29fc-4ac4-af09-5df1de29fd8f,2022-09-21 13:09:21,4,2900
b4108c11-38b5-483c-8fed-af28ef29c91d,Kenneth Reed,avilathomas@example.org,2020-08-05 06:00:03,06ebe0fb-5223-4e5d-9e7f-4f7d964a4ed5,Charger,Networking,1929,61286a15-d905-4b13-8df5-adfcb5a46e8e,2025-01-21 07:49:19,5,9645
9de8e1b4-8358-4ac7-b6a0-0b6717b710bd,Rhonda Anderson,sgarcia@example.com,2022-09-10 07:54:30,c1725625-430d-40e4-8b34-4d490991fb1d,External Hard Drive,Computers,1167,ea2195aa-7a8f-407c-b2a2-e9fbc3349df3,2024-08-01 09:33:49,2,2334
964ec6d0-229b-40eb-99f6-c3480064f06b,Adriana Lee,smithantonio@example.org,2024-01-31 21:01:18,43c9bda7-f1ce-45b5-97e6-03d56176681d,Gaming Console,Audio,1181,0678e685-328d-44d4-8713-8b381abca18c,2024-04-25 22:32:37,2,2362
